https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1616850000000,2021-03-27 13:00:00,BTC/USDT,54321.05,54898.00,54111.00,54754.90,11741.528,639443272.82933,124822
1616846400000,2021-03-27 12:00:00,BTC/USDT,54480.01,54620.00,54001.00,54321.05,15864.474,860308295.43054,156734
1616842800000,2021-03-27 11:00:00,BTC/USDT,54708.00,54849.00,54327.93,54480.01,14345.024,782737123.40472,142934
1616839200000,2021-03-27 10:00:00,BTC/USDT,55048.49,55134.54,54688.00,54706.48,7022.722,385567729.33741,86475
1616835600000,2021-03-27 09:00:00,BTC/USDT,54945.19,55050.00,54810.00,55048.47,4863.489,267114873.24489,65159
1616832000000,2021-03-27 08:00:00,BTC/USDT,54962.10,55179.00,54656.11,54945.19,8740.283,479888558.23503,102211
1616828400000,2021-03-27 07:00:00,BTC/USDT,55027.87,55100.00,54740.67,54966.60,6751.043,370808777.15202,83752
1616824800000,2021-03-27 06:00:00,BTC/USDT,55189.53,55282.43,54938.00,55027.86,5765.813,317830956.31821,70890
1616821200000,2021-03-27 05:00:00,BTC/USDT,54961.23,55414.77,54707.53,55189.53,9095.312,500703547.32184,99323
1616817600000,2021-03-27 04:00:00,BTC/USDT,54761.71,55256.99,54660.90,54961.23,8958.192,492750117.40670,101671
1616814000000,2021-03-27 03:00:00,BTC/USDT,54747.61,54830.00,54564.88,54761.83,4928.856,269618180.95178,57818
1616810400000,2021-03-27 02:00:00,BTC/USDT,54701.71,54898.37,54500.00,54747.60,5873.787,321583538.64118,71523
1616806800000,2021-03-27 01:00:00,BTC/USDT,54766.48,54989.91,54560.16,54705.82,9012.044,493844251.54105,94647
1616803200000,2021-03-27 00:00:00,BTC/USDT,55030.00,55555.55,54729.58,54766.38,19648.787,1085524116.34901,201846
1616799600000,2021-03-26 23:00:00,BTC/USDT,54379.60,55123.00,54298.07,55030.00,10790.076,590670160.62621,121529
1616796000000,2021-03-26 22:00:00,BTC/USDT,54568.67,54772.21,54321.08,54379.60,9645.727,526246847.87842,114670
1616792400000,2021-03-26 21:00:00,BTC/USDT,53947.19,54590.00,53945.14,54568.67,10436.921,567123393.55592,129170
1616788800000,2021-03-26 20:00:00,BTC/USDT,53771.25,54295.09,53765.87,53950.45,15046.940,813093681.66882,152808
1616785200000,2021-03-26 19:00:00,BTC/USDT,53679.67,53800.00,53515.60,53771.25,6476.942,347547069.58427,75779
1616781600000,2021-03-26 18:00:00,BTC/USDT,53813.89,53920.00,53444.67,53679.66,8747.143,469204409.15355,97728
1616778000000,2021-03-26 17:00:00,BTC/USDT,53792.34,53900.00,53500.00,53813.89,9801.017,526330504.92705,106898
1616774400000,2021-03-26 16:00:00,BTC/USDT,53328.22,54060.00,52893.95,53792.35,22899.167,1228041520.28046,227921
1616770800000,2021-03-26 15:00:00,BTC/USDT,53406.92,53556.54,53211.00,53328.84,7415.817,395608574.63625,84503
1616767200000,2021-03-26 14:00:00,BTC/USDT,53324.91,53498.00,53105.00,53406.92,8746.793,465949303.02335,96786
1616763600000,2021-03-26 13:00:00,BTC/USDT,53032.65,53336.98,52750.00,53329.88,10901.947,578592292.63658,119825
1616760000000,2021-03-26 12:00:00,BTC/USDT,52759.33,53285.10,52550.00,53030.91,13909.982,736915662.43363,142662
1616756400000,2021-03-26 11:00:00,BTC/USDT,53389.22,53465.11,52612.47,52759.34,15420.118,816301416.10026,162761
1616752800000,2021-03-26 10:00:00,BTC/USDT,53336.55,53576.95,53170.00,53389.20,7534.937,402224594.86043,96555
1616749200000,2021-03-26 09:00:00,BTC/USDT,53369.27,53598.88,53208.49,53339.10,8465.997,452393152.53020,98707
1616745600000,2021-03-26 08:00:00,BTC/USDT,53572.31,53850.00,53164.22,53369.26,19346.840,1035604912.54648,188411
1616742000000,2021-03-26 07:00:00,BTC/USDT,52588.11,53600.00,52400.00,53574.29,19359.187,1027177543.05946,195070
1616738400000,2021-03-26 06:00:00,BTC/USDT,52826.25,52900.00,52460.37,52588.10,8310.681,437777634.51340,90894
1616734800000,2021-03-26 05:00:00,BTC/USDT,52706.75,52932.53,52516.49,52826.24,9285.126,489571750.73446,98614
1616731200000,2021-03-26 04:00:00,BTC/USDT,52421.61,52800.00,52191.23,52706.75,9605.673,503806901.05319,97071
1616727600000,2021-03-26 03:00:00,BTC/USDT,51740.01,52762.74,51733.82,52421.62,11343.207,593553157.88763,127982
1616724000000,2021-03-26 02:00:00,BTC/USDT,52280.15,52400.00,51573.09,51739.62,8730.344,452935844.38434,102385
1616720400000,2021-03-26 01:00:00,BTC/USDT,52107.46,52381.06,52006.00,52279.77,6145.718,321026625.60386,77333
1616716800000,2021-03-26 00:00:00,BTC/USDT,51325.21,52300.00,51260.00,52107.48,13591.542,705306354.04617,142163
1616713200000,2021-03-25 23:00:00,BTC/USDT,51778.63,52094.21,51250.00,51325.21,11360.253,586762995.30705,127179
1616709600000,2021-03-25 22:00:00,BTC/USDT,52468.06,52750.00,51606.75,51778.63,10593.380,553073693.11538,131809
1616706000000,2021-03-25 21:00:00,BTC/USDT,52030.22,52609.35,51986.49,52468.06,7799.423,407958092.49800,102751
1616702400000,2021-03-25 20:00:00,BTC/USDT,52219.99,52742.85,51855.23,52030.23,11987.872,626734600.65429,135979
1616698800000,2021-03-25 19:00:00,BTC/USDT,52263.88,52329.99,51664.85,52220.00,11784.406,613286732.99246,129044
1616695200000,2021-03-25 18:00:00,BTC/USDT,51652.55,52582.00,51541.00,52264.77,17022.161,886358552.59362,176884
1616691600000,2021-03-25 17:00:00,BTC/USDT,51341.01,51850.00,51142.07,51652.54,15850.398,817869178.27661,164888
1616688000000,2021-03-25 16:00:00,BTC/USDT,51024.33,51752.36,50570.93,51338.00,32270.929,1650435378.03872,319203
1616684400000,2021-03-25 15:00:00,BTC/USDT,51343.06,51570.00,50662.25,51024.33,27725.362,1416380694.72209,278638
1616680800000,2021-03-25 14:00:00,BTC/USDT,51669.79,52111.00,51072.06,51343.06,22388.019,1155316225.24449,209488
1616677200000,2021-03-25 13:00:00,BTC/USDT,51101.15,52000.00,50452.08,51664.41,31252.087,1603635900.67746,304464
1616673600000,2021-03-25 12:00:00,BTC/USDT,52198.17,52378.58,50456.02,51101.16,54753.470,2802267476.87746,542193
1616670000000,2021-03-25 11:00:00,BTC/USDT,52962.05,53160.20,52164.38,52197.70,14565.892,767033453.72829,151083
1616666400000,2021-03-25 10:00:00,BTC/USDT,52976.99,53088.00,52532.69,52962.05,9982.368,527472783.53150,110651
1616662800000,2021-03-25 09:00:00,BTC/USDT,52628.80,53048.00,52370.00,52977.00,10192.374,537426218.41135,102389
1616659200000,2021-03-25 08:00:00,BTC/USDT,52298.33,52800.00,52112.00,52631.07,14276.755,748458609.90240,150643
1616655600000,2021-03-25 07:00:00,BTC/USDT,52976.45,53130.00,52250.00,52298.34,12411.256,654245559.80018,124630
1616652000000,2021-03-25 06:00:00,BTC/USDT,52682.99,53255.20,52651.32,52976.46,12956.522,686357475.03877,121354
1616648400000,2021-03-25 05:00:00,BTC/USDT,52250.01,52850.00,52142.40,52683.00,10750.756,565837483.95597,110377
1616644800000,2021-03-25 04:00:00,BTC/USDT,52128.61,52517.79,51924.68,52250.01,9475.291,495268002.31084,106156
1616641200000,2021-03-25 03:00:00,BTC/USDT,52269.89,52578.83,51835.32,52128.62,10673.976,556862610.92743,118553
1616637600000,2021-03-25 02:00:00,BTC/USDT,51856.34,52580.00,51500.00,52270.00,22498.065,1172261460.30857,218961
1616634000000,2021-03-25 01:00:00,BTC/USDT,52643.27,52775.00,51720.01,51856.33,17885.856,935579313.37500,179004
1616630400000,2021-03-25 00:00:00,BTC/USDT,52307.89,52841.79,52046.32,52643.27,16391.220,860828895.01445,185833
1616626800000,2021-03-24 23:00:00,BTC/USDT,52540.82,52988.57,52300.00,52311.54,18424.457,969667175.49973,183123
1616623200000,2021-03-24 22:00:00,BTC/USDT,53793.99,53793.99,51666.00,52540.81,46869.412,2466157814.94676,489220
1616619600000,2021-03-24 21:00:00,BTC/USDT,54087.11,54290.07,53535.32,53793.99,17924.453,966209315.45918,210506
1616616000000,2021-03-24 20:00:00,BTC/USDT,54788.87,54795.84,53200.00,54086.08,41220.903,2225844511.13022,406220
1616612400000,2021-03-24 19:00:00,BTC/USDT,55447.30,55637.69,54722.00,54789.04,18142.626,1000604445.09929,187593
1616608800000,2021-03-24 18:00:00,BTC/USDT,56166.32,56400.00,55416.00,55447.23,12411.672,693465211.54699,133269
1616605200000,2021-03-24 17:00:00,BTC/USDT,55834.74,56439.00,55600.00,56166.32,13324.276,747113411.58615,141804
1616601600000,2021-03-24 16:00:00,BTC/USDT,56359.57,56470.45,55810.00,55834.75,14181.342,795102582.38103,157886
1616598000000,2021-03-24 15:00:00,BTC/USDT,56589.13,56698.00,56080.00,56359.57,13659.764,769938460.61629,140666
1616594400000,2021-03-24 14:00:00,BTC/USDT,56804.52,56974.22,56504.00,56589.12,11391.595,646336778.09487,121781
1616590800000,2021-03-24 13:00:00,BTC/USDT,56915.55,57234.79,56355.52,56804.51,18376.656,1044645502.66365,182490
1616587200000,2021-03-24 12:00:00,BTC/USDT,56589.25,57080.00,56587.93,56915.55,16395.144,932792490.22046,164449
1616583600000,2021-03-24 11:00:00,BTC/USDT,56513.78,56656.00,56300.35,56591.65,7275.399,410835695.82577,86850
1616580000000,2021-03-24 10:00:00,BTC/USDT,56447.43,56640.00,56060.00,56513.80,13952.572,786351562.27321,140593
1616576400000,2021-03-24 09:00:00,BTC/USDT,56293.48,56700.00,56293.47,56447.44,14881.323,840704322.85611,158551
1616572800000,2021-03-24 08:00:00,BTC/USDT,55485.66,56349.25,55484.69,56293.48,19874.977,1114101269.55337,205396
1616569200000,2021-03-24 07:00:00,BTC/USDT,54695.10,55665.06,54655.08,55485.70,21662.877,1198693672.32674,200303
1616565600000,2021-03-24 06:00:00,BTC/USDT,54155.02,55050.60,53751.01,54695.10,17739.667,965733725.33899,181979
1616562000000,2021-03-24 05:00:00,BTC/USDT,54166.77,54333.85,53819.79,54155.01,8199.128,443399553.56189,96253
1616558400000,2021-03-24 04:00:00,BTC/USDT,54400.00,54634.90,54016.02,54164.76,7021.157,381646692.17675,89443
1616554800000,2021-03-24 03:00:00,BTC/USDT,54472.72,54819.02,54100.84,54400.00,8201.680,446688800.51493,93584
1616551200000,2021-03-24 02:00:00,BTC/USDT,54515.93,54688.00,54401.37,54472.71,7038.020,383753606.50528,81907
1616547600000,2021-03-24 01:00:00,BTC/USDT,53766.49,54642.89,53600.00,54515.91,10818.736,586031701.78252,121000
1616544000000,2021-03-24 00:00:00,BTC/USDT,54400.00,54741.85,53660.00,53761.66,15184.690,821498646.67545,165843
1616540400000,2021-03-23 23:00:00,BTC/USDT,54453.68,54882.41,54344.44,54400.00,7415.683,404984710.82457,87341
1616536800000,2021-03-23 22:00:00,BTC/USDT,54699.99,54932.93,54412.69,54453.68,7488.855,409792069.66397,91831
1616533200000,2021-03-23 21:00:00,BTC/USDT,54535.93,54788.47,54237.56,54699.98,8620.601,469968470.74461,112951
1616529600000,2021-03-23 20:00:00,BTC/USDT,55066.77,55151.17,54395.06,54535.90,11777.092,645505723.59552,133793
1616526000000,2021-03-23 19:00:00,BTC/USDT,55423.43,55603.03,54898.59,55055.83,14033.798,774126712.89985,134266
1616522400000,2021-03-23 18:00:00,BTC/USDT,55745.47,55890.68,55415.66,55423.42,6974.530,388384371.27748,94143
1616518800000,2021-03-23 17:00:00,BTC/USDT,55588.04,55800.00,55457.77,55745.48,7087.879,394490518.90334,94975
1616515200000,2021-03-23 16:00:00,BTC/USDT,55216.58,55835.00,54877.33,55588.04,15776.630,874749917.32956,183117
1616511600000,2021-03-23 15:00:00,BTC/USDT,55233.99,55397.99,54972.32,55215.67,7893.609,435889945.56789,104729
1616508000000,2021-03-23 14:00:00,BTC/USDT,55303.17,55416.80,54811.00,55234.00,12744.272,702331312.51418,143040
1616504400000,2021-03-23 13:00:00,BTC/USDT,55161.66,55499.00,55058.01,55303.17,13148.262,727022275.89715,163936
1616500800000,2021-03-23 12:00:00,BTC/USDT,54322.64,55290.97,54307.43,55161.67,17023.574,935626254.92985,188440
1616497200000,2021-03-23 11:00:00,BTC/USDT,54725.05,54869.00,54160.90,54322.64,12200.483,665189182.40176,137919
1616493600000,2021-03-23 10:00:00,BTC/USDT,54652.72,54877.52,54488.63,54725.04,7659.400,418700832.82898,101468
1616490000000,2021-03-23 09:00:00,BTC/USDT,54350.00,54747.00,54266.21,54652.72,8893.257,484325161.00279,106882
1616486400000,2021-03-23 08:00:00,BTC/USDT,54196.82,54531.23,53877.00,54346.17,11418.156,619011050.77945,134943
1616482800000,2021-03-23 07:00:00,BTC/USDT,53363.90,54295.00,53357.65,54196.11,12431.708,668917968.09857,139885
1616479200000,2021-03-23 06:00:00,BTC/USDT,53571.89,53800.00,52981.40,53363.91,18301.983,977890894.33013,191668
1616475600000,2021-03-23 05:00:00,BTC/USDT,54494.02,54520.00,53100.00,53571.88,23657.804,1268849637.26777,257558
1616472000000,2021-03-23 04:00:00,BTC/USDT,54715.00,54820.00,54100.00,54494.03,8888.089,483701168.43858,102857
1616468400000,2021-03-23 03:00:00,BTC/USDT,54606.46,54790.37,54411.22,54714.99,6510.165,355459358.08234,81836
1616464800000,2021-03-23 02:00:00,BTC/USDT,55143.23,55183.28,54473.24,54604.47,9223.549,506131580.12903,110127
1616461200000,2021-03-23 01:00:00,BTC/USDT,54705.70,55354.69,54530.00,55143.23,11951.046,656718419.04227,130259
1616457600000,2021-03-23 00:00:00,BTC/USDT,54129.56,54799.49,53828.59,54710.00,15078.616,820921286.22094,174609
1616454000000,2021-03-22 23:00:00,BTC/USDT,54642.71,54900.00,54097.42,54129.56,12445.779,678810234.35755,147283
1616450400000,2021-03-22 22:00:00,BTC/USDT,54614.05,54679.99,53635.81,54642.12,22441.066,1217381538.39772,249972
1616446800000,2021-03-22 21:00:00,BTC/USDT,54550.01,54974.91,54308.89,54612.35,12767.671,698542330.85288,174406
1616443200000,2021-03-22 20:00:00,BTC/USDT,55571.42,56067.46,54033.45,54550.98,29594.892,1631086547.25818,347525
1616439600000,2021-03-22 19:00:00,BTC/USDT,56554.20,56634.84,55536.83,55563.91,21000.025,1175681020.52744,243924
1616436000000,2021-03-22 18:00:00,BTC/USDT,57126.53,57230.00,56425.60,56554.19,10376.390,589594412.93336,124357
1616432400000,2021-03-22 17:00:00,BTC/USDT,56805.33,57245.44,56620.65,57126.53,7531.669,429102010.77475,99651
1616428800000,2021-03-22 16:00:00,BTC/USDT,57121.19,57260.31,56243.00,56805.33,18740.418,1062400318.91176,210119
1616425200000,2021-03-22 15:00:00,BTC/USDT,57041.39,57283.23,56910.40,57121.20,6405.376,365840382.81087,92997
1616421600000,2021-03-22 14:00:00,BTC/USDT,57011.17,57325.00,56817.66,57041.38,10816.465,617605304.33736,134797
1616418000000,2021-03-22 13:00:00,BTC/USDT,57316.64,57466.99,56550.00,57011.17,17198.458,980754518.91457,197341
1616414400000,2021-03-22 12:00:00,BTC/USDT,57779.31,57818.63,56910.00,57316.64,14988.261,859864470.42377,176456
1616410800000,2021-03-22 11:00:00,BTC/USDT,57987.46,58234.41,57619.00,57779.30,9209.703,533292397.68834,114989
1616407200000,2021-03-22 10:00:00,BTC/USDT,57440.01,58500.00,57357.26,57988.16,18639.964,1082726330.90733,208457
1616403600000,2021-03-22 09:00:00,BTC/USDT,57275.94,57471.14,57119.78,57440.01,6425.715,368135619.45893,92435
1616400000000,2021-03-22 08:00:00,BTC/USDT,57643.92,57770.00,57153.98,57275.95,8591.866,493821605.94628,110962
1616396400000,2021-03-22 07:00:00,BTC/USDT,57712.86,57906.06,57570.00,57641.44,6692.288,386451200.78755,84719
1616392800000,2021-03-22 06:00:00,BTC/USDT,57658.59,57950.00,57621.56,57712.86,6000.119,346818384.39310,81845
1616389200000,2021-03-22 05:00:00,BTC/USDT,57675.85,57856.00,57373.04,57656.06,6180.769,355945207.50877,79662
1616385600000,2021-03-22 04:00:00,BTC/USDT,57614.31,57887.00,57470.61,57675.85,7985.323,460580383.61306,95350
1616382000000,2021-03-22 03:00:00,BTC/USDT,57015.09,57707.88,57010.01,57614.32,8234.317,472502980.85140,107521
1616378400000,2021-03-22 02:00:00,BTC/USDT,56669.31,57088.00,56463.34,57015.08,7143.149,406026225.66139,91920
1616374800000,2021-03-22 01:00:00,BTC/USDT,56646.52,56778.46,56329.98,56669.31,9942.327,562492803.87376,122965
1616371200000,2021-03-22 00:00:00,BTC/USDT,57415.19,57521.39,56477.24,56647.53,13710.937,781053058.59683,167940
1616367600000,2021-03-21 23:00:00,BTC/USDT,57657.62,57857.87,57228.58,57415.18,8338.487,479494456.49755,104389
1616364000000,2021-03-21 22:00:00,BTC/USDT,58154.99,58185.99,57600.96,57657.62,7099.112,410586529.82054,90398
1616360400000,2021-03-21 21:00:00,BTC/USDT,57807.35,58175.09,57503.92,58154.99,6578.415,381080415.53228,86761
1616356800000,2021-03-21 20:00:00,BTC/USDT,57567.87,58075.66,57567.87,57807.35,8608.124,497969806.78124,112835
1616353200000,2021-03-21 19:00:00,BTC/USDT,57418.98,57734.68,57418.98,57567.86,6519.217,375412054.59564,84505
1616349600000,2021-03-21 18:00:00,BTC/USDT,57291.47,57537.99,57235.00,57418.98,4961.056,284760210.08321,73863
1616346000000,2021-03-21 17:00:00,BTC/USDT,57251.21,57356.89,57004.00,57291.47,5434.623,310958049.90510,75377
1616342400000,2021-03-21 16:00:00,BTC/USDT,57200.91,57469.12,56761.83,57251.21,11283.728,645194156.57944,136885
1616338800000,2021-03-21 15:00:00,BTC/USDT,57212.69,57620.70,57043.47,57200.91,9660.118,553761539.65487,123527
1616335200000,2021-03-21 14:00:00,BTC/USDT,57052.69,57361.91,57029.19,57212.69,7171.168,410368466.47662,100900
1616331600000,2021-03-21 13:00:00,BTC/USDT,56225.62,57390.00,56225.62,57053.18,23059.400,1312109788.32852,234924
1616328000000,2021-03-21 12:00:00,BTC/USDT,56296.41,56334.68,55914.00,56225.62,7769.434,436188606.56798,105126
1616324400000,2021-03-21 11:00:00,BTC/USDT,56181.33,56363.33,55840.00,56296.40,8235.307,462394399.41300,114521
1616320800000,2021-03-21 10:00:00,BTC/USDT,56003.40,56400.00,55630.00,56181.33,13375.741,750596076.84682,159377
1616317200000,2021-03-21 09:00:00,BTC/USDT,57205.46,57315.18,55403.55,56009.76,25694.732,1446522492.63489,282680
1616313600000,2021-03-21 08:00:00,BTC/USDT,57011.46,57399.11,56920.33,57203.48,7332.520,419376754.84375,97723
1616310000000,2021-03-21 07:00:00,BTC/USDT,57086.74,57364.45,56900.00,57011.46,6130.189,350216366.87620,85042
1616306400000,2021-03-21 06:00:00,BTC/USDT,57188.04,57479.20,56700.00,57086.75,9866.436,563964462.74654,131437
1616302800000,2021-03-21 05:00:00,BTC/USDT,56964.43,57300.00,56900.00,57188.04,6740.316,385071635.98384,98195
1616299200000,2021-03-21 04:00:00,BTC/USDT,57812.51,57850.00,56800.00,56964.43,17238.274,986719740.94429,188757
1616295600000,2021-03-21 03:00:00,BTC/USDT,57686.08,57888.88,57490.00,57813.98,6848.879,395259733.69107,95820
1616292000000,2021-03-21 02:00:00,BTC/USDT,58215.16,58215.16,57532.00,57686.07,12586.811,727943626.10559,148956
1616288400000,2021-03-21 01:00:00,BTC/USDT,58352.89,58500.00,58135.00,58215.17,5694.995,332048692.09985,75491
1616284800000,2021-03-21 00:00:00,BTC/USDT,58144.44,58638.70,57850.00,58355.64,11291.614,658196043.97641,132599
1616281200000,2021-03-20 23:00:00,BTC/USDT,58550.00,58570.88,58048.68,58145.61,10317.690,601691782.53597,117673
1616277600000,2021-03-20 22:00:00,BTC/USDT,58764.18,58858.63,58411.47,58550.00,4793.641,281113604.90901,70958
1616274000000,2021-03-20 21:00:00,BTC/USDT,58556.58,58820.87,58420.01,58764.18,3897.709,228647972.63208,67047
1616270400000,2021-03-20 20:00:00,BTC/USDT,59333.00,59418.81,58159.06,58556.57,19314.898,1133786588.39034,224784
1616266800000,2021-03-20 19:00:00,BTC/USDT,59236.99,59466.00,59181.00,59332.32,4521.484,268244675.71756,66328
1616263200000,2021-03-20 18:00:00,BTC/USDT,59196.86,59539.78,59169.79,59236.99,5999.131,355962508.23987,80080
1616259600000,2021-03-20 17:00:00,BTC/USDT,59104.11,59357.27,59078.35,59196.85,4642.978,275014408.03764,69476
1616256000000,2021-03-20 16:00:00,BTC/USDT,59284.71,59350.67,58956.00,59104.10,9760.011,577056555.57046,124800
1616252400000,2021-03-20 15:00:00,BTC/USDT,59419.99,59784.09,59070.00,59285.22,14092.000,837911131.39206,151875
1616248800000,2021-03-20 14:00:00,BTC/USDT,59079.77,59420.00,58797.45,59420.00,13908.806,822529428.89932,153240
1616245200000,2021-03-20 13:00:00,BTC/USDT,59225.00,59948.00,58587.09,59079.98,26642.987,1583910758.32877,280409
1616241600000,2021-03-20 12:00:00,BTC/USDT,59338.99,59424.79,58836.21,59224.99,9271.267,548225831.21044,119095
1616238000000,2021-03-20 11:00:00,BTC/USDT,58776.99,59389.42,58720.00,59338.99,11616.319,686343279.91595,129676
1616234400000,2021-03-20 10:00:00,BTC/USDT,58853.47,59000.00,58680.01,58776.99,4788.613,281700314.68444,69063
1616230800000,2021-03-20 09:00:00,BTC/USDT,58765.99,58975.00,58662.93,58853.47,5802.087,341335573.01162,77446
1616227200000,2021-03-20 08:00:00,BTC/USDT,58472.13,58899.00,58472.13,58765.98,9449.379,555142259.48533,113549
1616223600000,2021-03-20 07:00:00,BTC/USDT,58402.16,58598.00,58317.90,58472.13,4754.405,277928354.81243,66214
1616220000000,2021-03-20 06:00:00,BTC/USDT,58177.18,58425.00,58024.00,58402.15,4434.895,258468701.58874,64893
1616216400000,2021-03-20 05:00:00,BTC/USDT,58272.31,58412.00,58075.66,58177.18,5018.457,292346404.81262,68810
1616212800000,2021-03-20 04:00:00,BTC/USDT,58436.97,58655.00,58225.23,58272.31,5338.188,311979554.29999,76622
1616209200000,2021-03-20 03:00:00,BTC/USDT,58613.39,58650.49,58238.56,58436.97,5508.817,321897357.70117,76596
1616205600000,2021-03-20 02:00:00,BTC/USDT,58782.36,58990.00,58500.00,58613.38,5262.532,309091252.47893,72667
1616202000000,2021-03-20 01:00:00,BTC/USDT,58693.69,58951.00,58540.00,58782.21,5055.161,296894563.18443,77924
1616198400000,2021-03-20 00:00:00,BTC/USDT,58089.11,58740.00,57881.00,58695.65,9488.694,553301206.70927,124156
1616194800000,2021-03-19 23:00:00,BTC/USDT,58551.60,58600.00,58042.42,58089.11,8688.908,506195227.00943,98052
1616191200000,2021-03-19 22:00:00,BTC/USDT,58703.94,58703.95,58328.43,58554.78,4684.228,274090889.02731,65907
1616187600000,2021-03-19 21:00:00,BTC/USDT,58415.45,58825.40,58344.06,58703.94,4919.448,288353145.39937,77648
1616184000000,2021-03-19 20:00:00,BTC/USDT,58875.65,59550.00,58160.00,58415.45,22017.726,1295882484.14675,243821
1616180400000,2021-03-19 19:00:00,BTC/USDT,58860.00,59046.91,58706.26,58875.66,6735.522,396465518.89659,78827
1616176800000,2021-03-19 18:00:00,BTC/USDT,58917.96,59022.00,58400.00,58859.99,8680.590,509704458.75859,111484
1616173200000,2021-03-19 17:00:00,BTC/USDT,58926.77,59043.13,58680.00,58914.30,5759.339,339061096.42711,88214
1616169600000,2021-03-19 16:00:00,BTC/USDT,59018.88,59249.99,58700.00,58925.76,12260.925,722973526.39164,150395
1616166000000,2021-03-19 15:00:00,BTC/USDT,58787.69,59217.78,58556.29,59016.14,12105.028,713345992.91250,160466
1616162400000,2021-03-19 14:00:00,BTC/USDT,58346.41,58848.61,58010.00,58787.70,13638.307,797347872.95273,165214
1616158800000,2021-03-19 13:00:00,BTC/USDT,58910.00,58928.00,58130.00,58346.42,17422.432,1018687465.95021,194829
1616155200000,2021-03-19 12:00:00,BTC/USDT,58881.15,59300.00,58750.00,58910.00,15335.397,905546668.61211,184611
1616151600000,2021-03-19 11:00:00,BTC/USDT,58626.93,58887.37,58470.00,58881.31,9648.498,566111971.47717,120296
1616148000000,2021-03-19 10:00:00,BTC/USDT,58357.10,58761.00,58173.37,58626.92,7124.059,416267163.71488,100843
1616144400000,2021-03-19 09:00:00,BTC/USDT,58379.90,58945.00,58258.19,58357.11,13482.091,790362755.00319,156699
1616140800000,2021-03-19 08:00:00,BTC/USDT,57885.17,58700.00,57520.00,58383.70,16624.277,967310226.12707,192864
1616137200000,2021-03-19 07:00:00,BTC/USDT,58183.93,58424.13,57773.86,57885.36,7080.037,411564387.89636,99923
1616133600000,2021-03-19 06:00:00,BTC/USDT,58405.77,58555.00,58028.01,58183.94,8032.976,467690280.91770,93526
1616130000000,2021-03-19 05:00:00,BTC/USDT,57903.95,58450.00,57650.00,58405.76,9738.013,565088295.14546,112063
1616126400000,2021-03-19 04:00:00,BTC/USDT,57796.06,58300.00,57653.01,57903.95,10155.680,588823714.83063,112649
1616122800000,2021-03-19 03:00:00,BTC/USDT,57400.48,57934.16,57350.00,57796.06,6547.685,377554474.01874,79752
1616119200000,2021-03-19 02:00:00,BTC/USDT,57421.00,57816.25,57233.93,57400.48,8728.539,501845001.31250,100207
1616115600000,2021-03-19 01:00:00,BTC/USDT,56930.62,57460.40,56722.00,57421.00,8563.525,489091714.30060,103997
1616112000000,2021-03-19 00:00:00,BTC/USDT,57700.01,57737.22,56301.27,56930.61,21066.249,1198013892.79942,244635
1616108400000,2021-03-18 23:00:00,BTC/USDT,57669.89,58084.00,57406.82,57700.01,7316.511,422716055.39990,99359
1616104800000,2021-03-18 22:00:00,BTC/USDT,57928.27,58184.35,57655.99,57669.88,6809.727,394495945.53481,92847
1616101200000,2021-03-18 21:00:00,BTC/USDT,57559.66,58050.00,57483.19,57928.27,6620.362,382809630.53439,88371
1616097600000,2021-03-18 20:00:00,BTC/USDT,57359.68,57944.00,57072.00,57559.66,16852.644,970325251.12576,172142
1616094000000,2021-03-18 19:00:00,BTC/USDT,58297.10,58477.07,57227.90,57359.68,23167.549,1340558028.76183,241647
1616090400000,2021-03-18 18:00:00,BTC/USDT,59319.86,59385.59,58061.53,58297.11,20193.787,1183918747.93916,219922
1616086800000,2021-03-18 17:00:00,BTC/USDT,59162.23,59545.00,59127.31,59319.72,12193.676,723961472.75544,133024
1616083200000,2021-03-18 16:00:00,BTC/USDT,59592.68,60510.00,59113.71,59162.22,32967.454,1969269041.30732,346962
1616079600000,2021-03-18 15:00:00,BTC/USDT,57904.90,59717.86,57730.00,59592.67,31511.363,1856103423.70648,321957
1616076000000,2021-03-18 14:00:00,BTC/USDT,57884.81,58090.00,57553.30,57904.89,13413.657,775499885.12199,156005
1616072400000,2021-03-18 13:00:00,BTC/USDT,58093.24,58244.79,57819.12,57882.00,9093.317,527713379.85072,112090
1616068800000,2021-03-18 12:00:00,BTC/USDT,58240.01,58258.41,57650.00,58093.24,13964.721,808858645.29738,161565
1616065200000,2021-03-18 11:00:00,BTC/USDT,58566.12,58600.00,57940.00,58244.61,10210.444,594563777.94463,119875
1616061600000,2021-03-18 10:00:00,BTC/USDT,58455.76,58726.81,58275.32,58566.12,7943.246,464736818.00737,97929
1616058000000,2021-03-18 09:00:00,BTC/USDT,58080.71,58538.00,58020.82,58456.27,8265.501,482061201.28891,103143
1616054400000,2021-03-18 08:00:00,BTC/USDT,58395.01,58560.83,58008.94,58080.72,10388.561,605669795.02446,121293
1616050800000,2021-03-18 07:00:00,BTC/USDT,58959.33,58982.54,58165.63,58398.23,13657.426,799118468.45221,141947
1616047200000,2021-03-18 06:00:00,BTC/USDT,59011.02,59135.91,58710.00,58959.32,6154.857,362510207.48925,77046
